IP地址,端口,TLS,数据中心,地区,城市,网络延迟
5.252.26.61,443,true,SIN,Asia Pacific,Singapore,26 ms
5.252.26.5,443,true,SIN,Asia Pacific,Singapore,26 ms
92.223.76.24,443,true,HKG,Asia Pacific,Hong Kong,34 ms
92.223.76.23,443,true,HKG,Asia Pacific,Hong Kong,37 ms
92.223.76.25,443,true,HKG,Asia Pacific,Hong Kong,38 ms
171.234.242.197,443,true,HKG,Asia Pacific,Hong Kong,38 ms
120.28.10.46,443,true,MNL,Asia Pacific,Manila,39 ms
171.229.196.136,443,true,SIN,Asia Pacific,Singapore,40 ms
171.229.196.135,443,true,SIN,Asia Pacific,Singapore,41 ms
92.223.76.20,443,true,HKG,Asia Pacific,Hong Kong,42 ms
92.223.76.30,443,true,HKG,Asia Pacific,Hong Kong,45 ms
171.229.196.137,443,true,SIN,Asia Pacific,Singapore,45 ms
171.234.242.195,443,true,HKG,Asia Pacific,Hong Kong,46 ms
171.229.196.134,443,true,SIN,Asia Pacific,Singapore,47 ms
171.229.196.132,443,true,SIN,Asia Pacific,Singapore,47 ms
171.229.196.133,443,true,SIN,Asia Pacific,Singapore,47 ms
43.245.140.2,443,true,DAC,Asia Pacific,Dhaka,49 ms
171.229.196.138,443,true,SIN,Asia Pacific,Singapore,52 ms
185.105.1.14,443,true,BOM,Asia Pacific,Mumbai,57 ms
171.234.242.199,443,true,HKG,Asia Pacific,Hong Kong,58 ms
171.234.242.198,443,true,HKG,Asia Pacific,Hong Kong,65 ms
92.223.63.24,443,true,NRT,Asia Pacific,Tokyo,65 ms
92.223.63.22,443,true,NRT,Asia Pacific,Tokyo,69 ms
92.223.63.5,443,true,NRT,Asia Pacific,Tokyo,70 ms
5.252.26.8,443,true,SIN,Asia Pacific,Singapore,71 ms
31.184.207.62,443,true,KIX,Asia Pacific,Osaka,72 ms
92.223.63.9,443,true,NRT,Asia Pacific,Tokyo,73 ms
92.223.63.25,443,true,NRT,Asia Pacific,Tokyo,73 ms
92.223.63.6,443,true,NRT,Asia Pacific,Tokyo,73 ms
92.223.63.23,443,true,NRT,Asia Pacific,Tokyo,74 ms
89.223.90.4,443,true,CDG,Europe,Paris,74 ms
92.223.63.29,443,true,NRT,Asia Pacific,Tokyo,75 ms
92.223.63.7,443,true,NRT,Asia Pacific,Tokyo,76 ms
92.223.63.10,443,true,NRT,Asia Pacific,Tokyo,76 ms
118.103.136.245,443,true,SIN,Asia Pacific,Singapore,76 ms
92.223.63.26,443,true,NRT,Asia Pacific,Tokyo,76 ms
31.184.207.6,443,true,KIX,Asia Pacific,Osaka,76 ms
92.223.63.27,443,true,NRT,Asia Pacific,Tokyo,79 ms
31.184.207.7,443,true,KIX,Asia Pacific,Osaka,79 ms
92.223.63.28,443,true,NRT,Asia Pacific,Tokyo,79 ms
31.184.207.5,443,true,KIX,Asia Pacific,Osaka,81 ms
180.149.90.66,443,true,ULN,Asia Pacific,Ulaanbaatar,82 ms
31.184.207.8,443,true,KIX,Asia Pacific,Osaka,82 ms
92.223.61.21,443,true,ICN,Asia Pacific,Seoul,82 ms
31.184.207.4,443,true,KIX,Asia Pacific,Osaka,82 ms
103.211.151.21,443,true,KTM,Asia Pacific,Kathmandu,82 ms
92.223.63.11,443,true,NRT,Asia Pacific,Tokyo,82 ms
92.223.63.8,443,true,NRT,Asia Pacific,Tokyo,83 ms
92.223.63.4,443,true,NRT,Asia Pacific,Tokyo,84 ms
92.223.61.30,443,true,ICN,Asia Pacific,Seoul,85 ms
82.148.98.42,443,true,DOH,Middle East,Doha,86 ms
92.223.61.25,443,true,ICN,Asia Pacific,Seoul,87 ms
92.223.61.24,443,true,ICN,Asia Pacific,Seoul,88 ms
92.223.78.23,443,true,SYD,Oceania,Sydney,92 ms
92.223.78.30,443,true,SYD,Oceania,Sydney,92 ms
92.223.78.22,443,true,SYD,Oceania,Sydney,92 ms
185.163.3.62,443,true,RUH,Middle East,Riyadh,93 ms
185.163.3.4,443,true,HKG,Asia Pacific,Hong Kong,93 ms
92.223.61.23,443,true,ICN,Asia Pacific,Seoul,95 ms
185.163.3.61,443,true,RUH,Middle East,Riyadh,95 ms
185.105.1.10,443,true,BOM,Asia Pacific,Mumbai,97 ms
92.223.63.21,443,true,NRT,Asia Pacific,Tokyo,99 ms
62.209.27.232,443,true,RUH,Middle East,Riyadh,111 ms
94.128.12.238,443,true,KWI,Middle East,Kuwait City,124 ms
5.188.132.5,443,true,HKG,Asia Pacific,Hong Kong,126 ms
5.188.132.14,443,true,HKG,Asia Pacific,Hong Kong,127 ms
92.223.55.62,443,true,MRS,Europe,Marseille,137 ms
92.223.55.5,443,true,MRS,Europe,Marseille,140 ms
92.223.55.4,443,true,MRS,Europe,Marseille,142 ms
92.223.124.36,443,true,FRA,Europe,Frankfurt,148 ms
92.223.124.25,443,true,FRA,Europe,Frankfurt,148 ms
92.223.124.43,443,true,DME,Europe,Moscow,148 ms
92.223.124.29,443,true,FRA,Europe,Frankfurt,150 ms
92.223.124.61,443,true,FRA,Europe,Frankfurt,151 ms
92.223.124.44,443,true,FRA,Europe,Frankfurt,151 ms
92.223.124.49,443,true,FRA,Europe,Frankfurt,151 ms
92.223.124.24,443,true,FRA,Europe,Frankfurt,151 ms
92.223.124.37,443,true,DME,Europe,Moscow,151 ms
92.223.124.17,443,true,DME,Europe,Moscow,151 ms
92.223.124.22,443,true,FRA,Europe,Frankfurt,151 ms
92.223.124.26,443,true,DME,Europe,Moscow,152 ms
92.223.124.31,443,true,FRA,Europe,Frankfurt,152 ms
92.223.112.28,443,true,LUX,Europe,Luxembourg City,152 ms
92.223.124.15,443,true,FRA,Europe,Frankfurt,152 ms
92.223.124.35,443,true,FRA,Europe,Frankfurt,152 ms
92.223.124.48,443,true,FRA,Europe,Frankfurt,152 ms
93.123.17.138,443,true,AMS,Europe,Amsterdam,153 ms
92.223.124.23,443,true,FRA,Europe,Frankfurt,153 ms
93.123.17.139,443,true,AMS,Europe,Amsterdam,154 ms
92.223.124.62,443,true,FRA,Europe,Frankfurt,154 ms
93.123.17.136,443,true,AMS,Europe,Amsterdam,154 ms
93.123.17.148,443,true,AMS,Europe,Amsterdam,154 ms
92.223.112.62,443,true,LUX,Europe,Luxembourg City,155 ms
92.223.112.12,443,true,LUX,Europe,Luxembourg City,155 ms
93.123.17.151,443,true,AMS,Europe,Amsterdam,155 ms
92.223.124.16,443,true,FRA,Europe,Frankfurt,156 ms
93.123.17.145,443,true,AMS,Europe,Amsterdam,157 ms
92.223.124.34,443,true,FRA,Europe,Frankfurt,157 ms
93.123.17.133,443,true,AMS,Europe,Amsterdam,157 ms
93.123.17.253,443,true,AMS,Europe,Amsterdam,157 ms
92.223.124.33,443,true,FRA,Europe,Frankfurt,157 ms
93.123.17.254,443,true,AMS,Europe,Amsterdam,158 ms
93.123.17.147,443,true,AMS,Europe,Amsterdam,159 ms
93.123.17.159,443,true,AMS,Europe,Amsterdam,159 ms
93.123.17.137,443,true,AMS,Europe,Amsterdam,160 ms
93.123.17.143,443,true,AMS,Europe,Amsterdam,160 ms
93.123.17.146,443,true,AMS,Europe,Amsterdam,160 ms
93.123.17.132,443,true,AMS,Europe,Amsterdam,160 ms
93.123.17.141,443,true,AMS,Europe,Amsterdam,161 ms
93.123.17.150,443,true,FRA,Europe,Frankfurt,161 ms
93.123.11.14,443,true,LHR,Europe,London,161 ms
93.123.11.12,443,true,LHR,Europe,London,163 ms
92.223.92.22,443,true,WAW,Europe,Warsaw,164 ms
92.223.92.23,443,true,WAW,Europe,Warsaw,164 ms
92.223.92.30,443,true,WAW,Europe,Warsaw,164 ms
92.223.92.26,443,true,WAW,Europe,Warsaw,165 ms
93.123.17.134,443,true,AMS,Europe,Amsterdam,165 ms
92.223.92.24,443,true,WAW,Europe,Warsaw,166 ms
92.223.92.25,443,true,WAW,Europe,Warsaw,166 ms
92.223.120.13,443,true,SJC,North America,San Jose,166 ms
93.123.11.61,443,true,LHR,Europe,London,166 ms
213.156.156.4,443,true,DUB,Europe,Dublin,170 ms
92.223.120.15,443,true,SJC,North America,San Jose,171 ms
217.76.64.195,443,true,ALA,Asia Pacific,Almaty,171 ms
92.223.120.10,443,true,SJC,North America,San Jose,171 ms
92.223.120.12,443,true,SJC,North America,San Jose,172 ms
213.156.156.5,443,true,DUB,Europe,Dublin,172 ms
213.156.156.61,443,true,DUB,Europe,Dublin,173 ms
213.156.156.62,443,true,DUB,Europe,Dublin,174 ms
92.38.170.8,443,true,LAX,North America,Los Angeles,175 ms
195.22.198.49,443,true,PMO,Europe,Palermo,177 ms
92.223.120.14,443,true,SJC,North America,San Jose,177 ms
195.14.146.81,443,true,LCA,Europe,Nicosia,179 ms
37.110.209.228,443,true,HKG,Asia Pacific,Hong Kong,181 ms
82.200.205.204,443,true,ALA,Asia Pacific,Almaty,183 ms
92.38.170.10,443,true,LAX,North America,Los Angeles,186 ms
92.223.124.32,443,true,FRA,Europe,Frankfurt,190 ms
92.223.55.6,443,true,MRS,Europe,Marseille,193 ms
92.223.124.45,443,true,DME,Europe,Moscow,194 ms
92.38.170.6,443,true,LAX,North America,Los Angeles,197 ms
80.93.221.62,443,true,DEN,North America,Denver,199 ms
93.123.17.144,443,true,AMS,Europe,Amsterdam,199 ms
92.223.124.28,443,true,FRA,Europe,Frankfurt,199 ms
93.123.17.135,443,true,AMS,Europe,Amsterdam,199 ms
93.123.17.140,443,true,AMS,Europe,Amsterdam,199 ms
102.130.69.141,443,true,LAD,Africa,Luanda,199 ms
93.123.17.142,443,true,AMS,Europe,Amsterdam,199 ms
80.93.221.61,443,true,DEN,North America,Denver,200 ms
197.225.145.26,443,true,MRU,Africa,Port Louis,201 ms
92.223.124.30,443,true,DME,Europe,Moscow,201 ms
78.111.103.4,443,true,SEA,North America,Seattle,202 ms
194.44.246.206,443,true,WAW,Europe,Warsaw,203 ms
78.111.103.5,443,true,SEA,North America,Seattle,204 ms
146.185.221.190,443,true,MEL,Oceania,Melbourne,204 ms
80.93.221.4,443,true,DEN,North America,Denver,206 ms
92.38.170.7,443,true,LAX,North America,Los Angeles,206 ms
78.111.103.61,443,true,SEA,North America,Seattle,208 ms
5.8.92.62,443,true,MFE,North America,McAllen,213 ms
92.223.68.26,443,true,ORD,North America,Chicago,214 ms
146.185.221.132,443,true,MEL,Oceania,Melbourne,214 ms
130.193.166.2,443,true,EBL,Middle East,Erbil,215 ms
46.49.10.229,443,true,TBS,Europe,Tbilisi,216 ms
185.101.136.9,443,true,DFW,North America,Dallas,217 ms
92.223.68.27,443,true,ORD,North America,Chicago,217 ms
92.223.68.30,443,true,ORD,North America,Chicago,217 ms
185.101.136.12,443,true,DFW,North America,Dallas,217 ms
78.111.103.62,443,true,SEA,North America,Seattle,218 ms
185.101.136.7,443,true,DFW,North America,Dallas,221 ms
195.216.237.222,443,true,DME,Europe,Moscow,222 ms
185.101.136.13,443,true,DFW,North America,Dallas,223 ms
5.8.92.5,443,true,MFE,North America,McAllen,224 ms
185.101.136.29,443,true,DFW,North America,Dallas,224 ms
80.93.223.4,443,true,BOS,North America,Boston,224 ms
5.8.92.6,443,true,IAH,North America,Houston,225 ms
185.101.136.8,443,true,DFW,North America,Dallas,225 ms
213.156.144.61,443,true,MFE,North America,McAllen,225 ms
195.216.237.199,443,true,DME,Europe,Moscow,226 ms
213.156.144.7,443,true,QRO,North America,Queretaro,226 ms
195.216.237.197,443,true,DME,Europe,Moscow,228 ms
92.38.168.5,443,true,EWR,North America,Newark,228 ms
92.223.118.15,443,true,IAD,North America,Ashburn,228 ms
45.65.8.4,443,true,MSP,North America,Minneapolis,228 ms
92.223.68.25,443,true,ORD,North America,Chicago,228 ms
93.123.11.13,443,true,LHR,Europe,London,230 ms
45.82.101.9,443,true,MXP,Europe,Milan,231 ms
45.65.8.62,443,true,MSP,North America,Minneapolis,231 ms
5.8.92.4,443,true,IAH,North America,Houston,233 ms
45.82.101.6,443,true,MXP,Europe,Milan,234 ms
93.123.11.62,443,true,LHR,Europe,London,234 ms
5.101.222.13,443,true,YYZ,North America,Toronto,235 ms
80.93.223.61,443,true,BOS,North America,Boston,235 ms
185.215.162.226,443,true,DME,Europe,Moscow,236 ms
92.38.168.14,443,true,EWR,North America,Newark,236 ms
92.38.168.13,443,true,EWR,North America,Newark,237 ms
94.176.183.7,443,true,CDG,Europe,Paris,237 ms
5.189.207.14,443,true,ALA,Asia Pacific,Almaty,237 ms
94.176.183.11,443,true,CDG,Europe,Paris,237 ms
92.223.118.16,443,true,IAD,North America,Ashburn,237 ms
5.189.207.5,443,true,ALA,Asia Pacific,Almaty,237 ms
213.156.144.62,443,true,QRO,North America,Queretaro,238 ms
92.223.118.20,443,true,IAD,North America,Ashburn,238 ms
92.223.74.21,443,true,PRG,Europe,Prague,238 ms
5.101.222.4,443,true,YYZ,North America,Toronto,239 ms
5.189.207.4,443,true,ALA,Asia Pacific,Almaty,240 ms
213.156.144.4,443,true,QRO,North America,Queretaro,240 ms
92.38.168.7,443,true,EWR,North America,Newark,240 ms
185.48.136.150,443,true,DME,Europe,Moscow,241 ms
5.101.222.5,443,true,YYZ,North America,Toronto,242 ms
151.248.104.91,443,true,RUH,Middle East,Riyadh,242 ms
5.101.222.14,443,true,YYZ,North America,Toronto,242 ms
92.223.107.62,443,true,MIA,North America,Miami,242 ms
92.223.107.61,443,true,MIA,North America,Miami,243 ms
92.223.118.14,443,true,IAD,North America,Ashburn,243 ms
92.223.107.43,443,true,MIA,North America,Miami,243 ms
94.176.183.6,443,true,CDG,Europe,Paris,243 ms
93.123.11.11,443,true,LHR,Europe,London,244 ms
80.93.223.62,443,true,BOS,North America,Boston,244 ms
92.38.159.5,443,true,ATL,North America,Atlanta,245 ms
92.223.118.19,443,true,IAD,North America,Ashburn,247 ms
1.37.77.98,443,true,MNL,Asia Pacific,Manila,247 ms
45.82.101.7,443,true,MXP,Europe,Milan,248 ms
102.67.99.66,443,true,LIS,Europe,Lisbon,248 ms
92.223.107.42,443,true,MIA,North America,Miami,248 ms
213.156.144.5,443,true,IAH,North America,Houston,248 ms
92.223.107.58,443,true,MIA,North America,Miami,249 ms
213.156.144.6,443,true,QRO,North America,Queretaro,249 ms
92.223.107.45,443,true,MIA,North America,Miami,250 ms
5.188.126.6,443,true,MAD,Europe,Madrid,250 ms
92.223.118.17,443,true,IAD,North America,Ashburn,251 ms
185.101.136.30,443,true,DFW,North America,Dallas,251 ms
92.223.107.56,443,true,MIA,North America,Miami,251 ms
134.0.219.37,443,true,MCT,Middle East,Muscat,251 ms
5.188.126.4,443,true,MAD,Europe,Madrid,252 ms
92.223.74.26,443,true,PRG,Europe,Prague,254 ms
92.223.107.40,443,true,MIA,North America,Miami,254 ms
92.223.74.20,443,true,PRG,Europe,Prague,254 ms
92.223.107.44,443,true,MIA,North America,Miami,254 ms
92.38.159.14,443,true,ATL,North America,Atlanta,256 ms
5.101.219.6,443,true,SOF,Europe,Sofia,257 ms
95.85.69.61,443,true,OTP,Europe,Bucharest,257 ms
5.188.126.7,443,true,MAD,Europe,Madrid,258 ms
92.38.159.4,443,true,ATL,North America,Atlanta,258 ms
134.0.219.26,443,true,MCT,Middle East,Muscat,259 ms
181.174.80.182,443,true,MIA,North America,Miami,260 ms
92.38.142.21,443,true,IST,Europe,Istanbul,261 ms
95.85.69.6,443,true,OTP,Europe,Bucharest,262 ms
92.223.107.57,443,true,MIA,North America,Miami,262 ms
45.82.101.8,443,true,MXP,Europe,Milan,263 ms
197.215.140.234,443,true,MRS,Europe,Marseille,264 ms
5.101.219.14,443,true,SOF,Europe,Sofia,264 ms
45.82.101.5,443,true,MXP,Europe,Milan,264 ms
92.38.142.25,443,true,IST,Europe,Istanbul,265 ms
92.38.142.29,443,true,IST,Europe,Istanbul,266 ms
102.67.99.50,443,true,LIS,Europe,Lisbon,266 ms
5.101.219.5,443,true,SOF,Europe,Sofia,268 ms
95.85.69.7,443,true,OTP,Europe,Bucharest,268 ms
213.244.64.66,443,true,ZDM,Middle East,Ramallah,269 ms
91.243.87.62,443,true,FRA,Europe,Frankfurt,269 ms
5.188.7.61,443,true,KLD,Europe,Tver,270 ms
179.51.50.82,443,true,MIA,North America,Miami,272 ms
45.82.101.62,443,true,MXP,Europe,Milan,273 ms
197.215.140.235,443,true,MRS,Europe,Marseille,274 ms
185.158.211.186,443,true,KBP,Europe,Kyiv,274 ms
45.82.100.5,443,true,EVN,Middle East,Yerevan,274 ms
202.78.162.6,443,true,IST,Europe,Istanbul,275 ms
202.78.162.62,443,true,IST,Europe,Istanbul,278 ms
92.223.47.62,443,true,MRS,Europe,Marseille,278 ms
45.82.100.61,443,true,EVN,Middle East,Yerevan,278 ms
92.38.142.30,443,true,IST,Europe,Istanbul,279 ms
45.82.100.62,443,true,EVN,Middle East,Yerevan,279 ms
91.243.87.5,443,true,FRA,Europe,Frankfurt,280 ms
82.213.5.50,443,true,ZDM,Middle East,Ramallah,280 ms
92.223.47.61,443,true,MRS,Europe,Marseille,281 ms
185.76.48.122,443,true,FRA,Europe,Frankfurt,285 ms
179.0.200.126,443,true,GUA,North America,Guatemala City,286 ms
202.78.162.5,443,true,IST,Europe,Istanbul,287 ms
202.78.162.61,443,true,IST,Europe,Istanbul,289 ms
45.65.8.61,443,true,MSP,North America,Minneapolis,289 ms
202.78.162.4,443,true,IST,Europe,Istanbul,291 ms
87.120.106.4,443,true,BOG,South America,Bogotá,292 ms
80.93.215.62,443,true,MDE,South America,Medellín,293 ms
92.223.47.4,443,true,MRS,Europe,Marseille,293 ms
80.93.215.61,443,true,MDE,South America,Medellín,293 ms
80.93.215.6,443,true,BOG,South America,Bogotá,294 ms
87.120.106.8,443,true,MDE,South America,Medellín,295 ms
213.156.151.61,443,true,SCL,South America,Santiago,295 ms
80.93.215.5,443,true,BOG,South America,Bogotá,296 ms
87.120.106.11,443,true,MDE,South America,Medellín,296 ms
80.93.215.4,443,true,MDE,South America,Medellín,297 ms
87.120.106.61,443,true,MDE,South America,Medellín,297 ms
87.120.106.62,443,true,MDE,South America,Medellín,298 ms
5.188.94.5,443,true,TLV,Middle East,Tel Aviv,299 ms
213.156.151.62,443,true,LIM,South America,Lima,299 ms
170.238.234.217,443,true,FOR,South America,Fortaleza,299 ms
80.93.215.7,443,true,MDE,South America,Medellín,299 ms
190.95.248.34,443,true,GYE,South America,Guayaquil,300 ms
87.120.106.5,443,true,MDE,South America,Medellín,300 ms
213.156.151.5,443,true,LIM,South America,Lima,300 ms
80.240.124.61,443,true,FOR,South America,Fortaleza,301 ms
200.10.177.54,443,true,MIA,North America,Miami,301 ms
80.240.124.7,443,true,FOR,South America,Fortaleza,301 ms
45.82.100.4,443,true,EVN,Middle East,Yerevan,302 ms
87.120.106.9,443,true,MDE,South America,Medellín,302 ms
213.156.151.4,443,true,SCL,South America,Santiago,303 ms
80.240.124.8,443,true,FOR,South America,Fortaleza,304 ms
193.169.250.62,443,true,DME,Europe,Moscow,305 ms
80.240.124.62,443,true,FOR,South America,Fortaleza,306 ms
80.240.124.5,443,true,FOR,South America,Fortaleza,306 ms
151.248.104.69,443,true,RUH,Middle East,Riyadh,307 ms
80.240.124.4,443,true,FOR,South America,Fortaleza,307 ms
193.169.250.5,443,true,DME,Europe,Moscow,308 ms
80.240.124.10,443,true,FOR,South America,Fortaleza,310 ms
80.240.113.61,443,true,ARN,Europe,Stockholm,310 ms
185.188.144.7,443,true,ARN,Europe,Stockholm,311 ms
185.188.144.4,443,true,ARN,Europe,Stockholm,313 ms
185.188.144.5,443,true,ARN,Europe,Stockholm,314 ms
80.240.124.6,443,true,FOR,South America,Fortaleza,315 ms
94.176.183.62,443,true,CDG,Europe,Paris,316 ms
80.240.124.11,443,true,FOR,South America,Fortaleza,317 ms
185.244.209.61,443,true,OSL,Europe,Oslo,319 ms
80.240.113.14,443,true,ARN,Europe,Stockholm,319 ms
94.176.183.12,443,true,CDG,Europe,Paris,320 ms
195.216.237.221,443,true,DME,Europe,Moscow,321 ms
94.176.183.8,443,true,CDG,Europe,Paris,321 ms
80.240.113.8,443,true,ARN,Europe,Stockholm,321 ms
185.188.144.8,443,true,ARN,Europe,Stockholm,322 ms
181.39.11.210,443,true,GYE,South America,Guayaquil,322 ms
45.82.103.4,443,true,SCL,South America,Santiago,323 ms
185.188.144.61,443,true,ARN,Europe,Stockholm,324 ms
80.240.113.62,443,true,ARN,Europe,Stockholm,324 ms
80.240.113.10,443,true,ARN,Europe,Stockholm,324 ms
185.188.144.62,443,true,ARN,Europe,Stockholm,325 ms
150.107.126.4,443,true,LHR,Europe,London,325 ms
45.82.103.61,443,true,SCL,South America,Santiago,326 ms
80.240.113.4,443,true,ARN,Europe,Stockholm,326 ms
80.240.124.9,443,true,FOR,South America,Fortaleza,326 ms
102.68.141.74,443,true,DUR,Africa,Durban,327 ms
45.82.103.5,443,true,SCL,South America,Santiago,327 ms
185.244.209.4,443,true,OSL,Europe,Oslo,329 ms
80.240.113.11,443,true,ARN,Europe,Stockholm,330 ms
82.97.205.62,443,true,EZE,South America,Buenos Aires,331 ms
195.216.237.203,443,true,DME,Europe,Moscow,331 ms
80.240.113.7,443,true,ARN,Europe,Stockholm,332 ms
80.240.113.13,443,true,ARN,Europe,Stockholm,332 ms
93.123.38.62,443,true,RIX,Europe,Riga,332 ms
45.82.103.6,443,true,SCL,South America,Santiago,332 ms
5.188.126.14,443,true,MAD,Europe,Madrid,332 ms
80.240.113.12,443,true,ARN,Europe,Stockholm,333 ms
150.107.126.62,443,true,LHR,Europe,London,333 ms
94.176.183.61,443,true,CDG,Europe,Paris,333 ms
80.240.113.9,443,true,ARN,Europe,Stockholm,334 ms
185.244.209.62,443,true,OSL,Europe,Oslo,334 ms
45.82.103.7,443,true,SCL,South America,Santiago,336 ms
93.123.38.4,443,true,RIX,Europe,Riga,337 ms
185.249.133.4,443,true,PRG,Europe,Prague,338 ms
80.240.113.6,443,true,ARN,Europe,Stockholm,339 ms
197.148.108.106,443,true,JNB,Africa,Johannesburg,340 ms
45.82.103.62,443,true,SCL,South America,Santiago,341 ms
213.156.151.6,443,true,SCL,South America,Santiago,341 ms
93.123.38.5,443,true,RIX,Europe,Riga,342 ms
79.133.108.25,443,true,KBP,Europe,Kyiv,343 ms
94.176.183.5,443,true,CDG,Europe,Paris,343 ms
80.240.113.5,443,true,ARN,Europe,Stockholm,343 ms
92.223.12.12,443,true,GRU,South America,São Paulo,347 ms
79.133.108.7,443,true,KBP,Europe,Kyiv,347 ms
87.120.164.5,443,true,EZE,South America,Buenos Aires,347 ms
92.223.12.9,443,true,GRU,South America,São Paulo,348 ms
79.133.108.10,443,true,KBP,Europe,Kyiv,348 ms
41.210.189.22,443,true,JNB,Africa,Johannesburg,348 ms
87.120.164.4,443,true,EZE,South America,Buenos Aires,348 ms
87.120.164.6,443,true,EZE,South America,Buenos Aires,348 ms
5.101.217.4,443,true,BUD,Europe,Budapest,349 ms
79.133.108.24,443,true,KBP,Europe,Kyiv,350 ms
79.133.108.14,443,true,KBP,Europe,Kyiv,351 ms
82.97.205.61,443,true,EZE,South America,Buenos Aires,351 ms
87.120.164.62,443,true,EZE,South America,Buenos Aires,351 ms
92.223.12.26,443,true,GRU,South America,São Paulo,352 ms
79.133.108.15,443,true,KBP,Europe,Kyiv,352 ms
92.223.12.5,443,true,GRU,South America,São Paulo,352 ms
95.85.92.5,443,true,GIG,South America,Rio de Janeiro,353 ms
193.36.180.5,443,true,GRU,South America,São Paulo,353 ms
79.133.108.9,443,true,KBP,Europe,Kyiv,353 ms
79.133.108.4,443,true,KBP,Europe,Kyiv,354 ms
92.223.12.10,443,true,GRU,South America,São Paulo,355 ms
92.223.12.20,443,true,GRU,South America,São Paulo,355 ms
193.36.180.7,443,true,GRU,South America,São Paulo,355 ms
92.223.12.11,443,true,GRU,South America,São Paulo,356 ms
78.111.101.62,443,true,CPT,Africa,Cape Town,356 ms
95.85.92.4,443,true,GIG,South America,Rio de Janeiro,356 ms
79.133.108.8,443,true,KBP,Europe,Kyiv,356 ms
193.36.180.6,443,true,GRU,South America,São Paulo,357 ms
87.120.164.61,443,true,EZE,South America,Buenos Aires,357 ms
92.223.12.25,443,true,GRU,South America,São Paulo,357 ms
95.85.92.6,443,true,GIG,South America,Rio de Janeiro,357 ms
92.223.12.13,443,true,GRU,South America,São Paulo,358 ms
193.36.180.4,443,true,GRU,South America,São Paulo,358 ms
79.133.108.16,443,true,KBP,Europe,Kyiv,358 ms
92.223.12.8,443,true,GRU,South America,São Paulo,359 ms
95.85.69.62,443,true,OTP,Europe,Bucharest,359 ms
92.223.12.4,443,true,GRU,South America,São Paulo,359 ms
79.133.108.17,443,true,KBP,Europe,Kyiv,359 ms
79.133.108.26,443,true,KBP,Europe,Kyiv,360 ms
5.188.7.12,443,true,KLD,Europe,Tver,361 ms
95.85.92.62,443,true,GIG,South America,Rio de Janeiro,362 ms
79.133.108.13,443,true,KBP,Europe,Kyiv,364 ms
79.133.108.23,443,true,KBP,Europe,Kyiv,364 ms
92.223.12.30,443,true,GRU,South America,São Paulo,365 ms
92.223.12.7,443,true,GRU,South America,São Paulo,367 ms
87.120.164.7,443,true,EZE,South America,Buenos Aires,368 ms
92.223.12.6,443,true,GRU,South America,São Paulo,368 ms
79.133.108.5,443,true,KBP,Europe,Kyiv,370 ms
95.85.92.7,443,true,GIG,South America,Rio de Janeiro,372 ms
79.133.108.6,443,true,KBP,Europe,Kyiv,372 ms
91.243.87.4,443,true,OTP,Europe,Bucharest,373 ms
95.85.92.8,443,true,GIG,South America,Rio de Janeiro,375 ms
78.111.101.4,443,true,CPT,Africa,Cape Town,379 ms
193.169.250.4,443,true,DME,Europe,Moscow,383 ms
79.133.108.62,443,true,KBP,Europe,Kyiv,388 ms
5.188.133.10,443,true,JNB,Africa,Johannesburg,389 ms
78.111.101.61,443,true,CPT,Africa,Cape Town,393 ms
80.93.210.4,443,true,ATH,Europe,Athens,398 ms
92.223.12.18,443,true,GRU,South America,São Paulo,399 ms
92.223.12.27,443,true,GRU,South America,São Paulo,399 ms
186.16.19.94,443,true,ASU,South America,Asunción,411 ms
5.188.133.11,443,true,JNB,Africa,Johannesburg,411 ms
94.43.206.202,443,true,TBS,Europe,Tbilisi,414 ms
5.252.26.9,443,true,SIN,Asia Pacific,Singapore,458 ms
92.223.116.222,443,true,SIN,Asia Pacific,Singapore,1 ms
92.223.116.205,443,true,SIN,Asia Pacific,Singapore,1 ms
92.223.116.224,443,true,SIN,Asia Pacific,Singapore,1 ms
92.223.116.220,443,true,SIN,Asia Pacific,Singapore,1 ms
92.223.116.253,443,true,SIN,Asia Pacific,Singapore,1 ms
92.223.116.203,443,true,SIN,Asia Pacific,Singapore,1 ms
92.223.116.207,443,true,SIN,Asia Pacific,Singapore,1 ms
92.223.116.221,443,true,SIN,Asia Pacific,Singapore,1 ms
92.223.116.223,443,true,SIN,Asia Pacific,Singapore,1 ms
92.223.116.254,443,true,SIN,Asia Pacific,Singapore,1 ms
171.229.196.138,443,true,SIN,Asia Pacific,Singapore,20 ms
171.229.196.136,443,true,SIN,Asia Pacific,Singapore,20 ms
171.229.196.135,443,true,SIN,Asia Pacific,Singapore,21 ms
171.229.196.134,443,true,SIN,Asia Pacific,Singapore,21 ms
171.229.196.133,443,true,SIN,Asia Pacific,Singapore,22 ms
171.229.196.132,443,true,SIN,Asia Pacific,Singapore,22 ms
171.229.196.137,443,true,SIN,Asia Pacific,Singapore,24 ms
5.252.26.62,443,true,SIN,Asia Pacific,Singapore,26 ms
5.252.26.61,443,true,SIN,Asia Pacific,Singapore,26 ms
5.252.26.9,443,true,SIN,Asia Pacific,Singapore,26 ms
5.252.26.6,443,true,SIN,Asia Pacific,Singapore,26 ms
5.252.26.11,443,true,SIN,Asia Pacific,Singapore,26 ms
